SalesID,SalePrice,MachineID,ModelID,datasource,auctioneerID,YearMade,MachineHoursCurrentMeter,UsageBand,saledate,fiModelDesc,fiBaseModel,fiSecondaryDesc,fiModelSeries,fiModelDescriptor,ProductSize,fiProductClassDesc,state,ProductGroup,ProductGroupDesc,Drive_System,Enclosure,Forks,Pad_Type,Ride_Control,Stick,Transmission,Turbocharged,Blade_Extension,Blade_Width,Enclosure_Type,Engine_Horsepower,Hydraulics,Pushblock,Ripper,Scarifier,Tip_Control,Tire_Size,Coupler,Coupler_System,Grouser_Tracks,Hydraulics_Flow,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,Backhoe_Mounting,Blade_Type,Travel_Controls,Differential_Type,Steering_Controls
1139490,39000,982928,1130,121,3.0,2005,3511.0,High,7/16/2009 0:00,315CL,315,C,,L,Small,"Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons",Utah,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1139493,15000,1008075,18588,121,3.0,2006,242.0,Low,9/24/2010 0:00,5640E,5640,E,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Illinois,SSL,Skid Steer Loaders,,EROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1139496,70000,1053081,3282,121,3.0,2006,953.0,Medium,10/18/2007 0:00,CX160,CX160,,,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139501,7500,1048655,9569,121,3.0,1999,1971.0,Medium,12/14/2006 0:00,963,963,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Idaho,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1139502,13000,877241,3409,121,3.0,2004,2565.0,High,10/25/2007 0:00,226B,226,B,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Oregon,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1139508,44000,1052606,7944,121,3.0,2001,5646.0,Medium,4/12/2007 0:00,120,120,,,,Small,"Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons",South Dakota,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,None or Unspecified,Hydraulic,None or Unspecified,Double,,,,,
1139512,26000,318203,4116,121,3.0,2002,7793.0,High,3/26/2009 0:00,D5G,D5,G,,,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",West Virginia,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,PAT,None or Unspecified,,
1139513,67000,1029569,14411,121,3.0,2005,8281.0,Medium,4/28/2011 0:00,724J,724,J,,,Medium,Wheel Loader - 200.0 to 225.0 Horsepower,California,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,Yes,,,,,,,,2 Valve,,,,,23.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139514,17000,876671,7277,121,3.0,1000,5428.0,Low,12/7/2006 0:00,950,950,,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Oregon,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139515,33000,1015565,4605,121,3.0,2002,1268.0,Medium,7/15/2004 0:00,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139518,12000,1018704,17311,121,3.0,2006,701.0,Medium,7/23/2009 0:00,S175,S175,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,South Carolina,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1139519,52000,1030896,1192,121,3.0,1998,4841.0,Low,12/14/2006 0:00,322BL,322,B,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Minnesota,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139526,33000,1012428,8988,121,3.0,2003,761.0,Low,11/15/2007 0:00,D31,D31,,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",North Carolina,TTT,Track Type Tractors,,OROPS,,,,,,,,,,,2 Valve,,,,,,,,,,,,,,,,,,,,
1139528,50000,1026282,4806,121,3.0,1998,7345.0,Medium,2/19/2009 0:00,750C,750,C,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",Oklahoma,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139531,57000,616902,1269,121,3.0,2004,0.0,,3/12/2009 0:00,330CL,330,C,,L,Large / Medium,"Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons",Texas,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Triple,,,,,
1139532,36000,1042645,28741,121,3.0,1996,24794.0,High,5/17/2007 0:00,WA5001LC,WA500,,1,LC,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Texas,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,29.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139535,10000,1002296,3166,121,3.0,1984,0.0,,8/11/2005 0:00,580E,580,E,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Kansas,BL,Backhoe Loaders,Two Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139536,27000,1029708,3877,121,3.0,1000,23838.0,Medium,8/9/2007 0:00,980C,980,C,,,Medium,Wheel Loader - 275.0 to 350.0 Horsepower,Pennsylvania,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,26.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139539,21000,1054302,4794,121,3.0,1995,244.0,Low,10/3/2008 0:00,710D,710,D,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,Wyoming,BL,Backhoe Loaders,Two Wheel Drive,EROPS w AC,None or Unspecified,None or Unspecified,No,Standard,Powershift,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
1139540,25000,1014876,4606,121,3.0,1998,6718.0,High,2/8/2007 0:00,310SE,310,SE,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Arizona,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139541,12500,742947,3423,121,3.0,2004,0.0,,7/9/2009 0:00,246B,246,B,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,California,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,Yes,None or Unspecified,Standard,,,,,,,,,,,
1139542,11500,1003012,1954,121,3.0,1988,0.0,,10/20/2005 0:00,892DLC,892,D,,LC,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Virginia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139543,25500,1024992,4794,121,3.0,1996,1056.0,Low,12/15/2005 0:00,710D,710,D,,,,Backhoe Loader - 16.0 + Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Powershift,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139545,17500,273291,7014,121,3.0,2001,350.0,Low,1/29/2004 0:00,236,236,,,,,Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity,North Dakota,SSL,Skid Steer Loaders,,EROPS,Yes,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1139546,64000,1031217,4789,121,3.0,2002,5516.0,Medium,9/18/2008 0:00,700H,700,H,,,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",Oklahoma,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,3 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139547,20500,332277,1571,121,3.0,1980,0.0,,11/3/2005 0:00,D5BLGP,D5,B,,LGP,,"Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower",Texas,TTT,Track Type Tractors,,EROPS,,,,,Standard,,,,,,3 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139550,27000,62171,13776,121,3.0,2000,2842.0,Medium,6/1/2006 0:00,D3CIIIXL,D3,C,III,XL,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Louisiana,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139555,12000,568176,18679,121,3.0,2000,1231.0,Medium,4/29/2004 0:00,SL6635SXT,SL6635,SXT,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Michigan,SSL,Skid Steer Loaders,,EROPS,Yes,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1139556,16000,1034004,18604,121,3.0,2004,1085.0,Medium,6/14/2007 0:00,CTL60,CTL60,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Missouri,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
1139558,66000,113683,3775,121,3.0,2004,1976.0,Medium,4/12/2007 0:00,924G,924,G,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,EROPS w AC,Yes,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,Manual,,,,,,,,,,,,,Standard,Conventional
1139559,56000,128122,3357,121,3.0,1000,18623.0,High,1/28/2010 0:00,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,North Carolina,MG,Motor Graders,No,EROPS,,,,,Powershift,,None or Unspecified,12',Low Profile,No,Base + 1 Function,Yes,None or Unspecified,Yes,None or Unspecified,"14""",,,,,,,,,,,,,,,
1139563,6500,1010433,7999,121,3.0,2000,0.0,,10/18/2007 0:00,240,240,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Louisiana,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1139564,19500,397593,6261,121,3.0,2000,210.0,Low,2/12/2004 0:00,2810,2810,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,New Jersey,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Standard,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
1139567,42000,150713,1177,121,3.0,1995,4218.0,Low,5/26/2010 0:00,320L,320,,,L,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,32 inch,None or Unspecified,Manual,Yes,Double,,,,,
1139568,32000,1042687,491,121,3.0,1996,13582.0,High,12/14/2006 0:00,PC400HD-5,PC400,HD,-5,,Large / Medium,"Hydraulic Excavator, Track - 40.0 to 50.0 Metric Tons",Maine,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139572,16000,1010319,8850,121,3.0,1998,2877.0,Medium,4/20/2006 0:00,214,214,,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Virginia,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139575,8500,1010268,10468,121,3.0,2005,2804.0,Medium,6/11/2009 0:00,EC25,EC25,,,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Georgia,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139579,15500,1020856,5187,121,3.0,1992,203.0,Low,11/17/2005 0:00,KSS65Z,KSS65,Z,,,,Wheel Loader - 120.0 to 135.0 Horsepower,South Carolina,WL,Wheel Loader,,EROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139583,83000,1011281,13864,121,3.0,1995,2347.0,Low,3/8/2007 0:00,D6HIIXL,D6,H,II,XL,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Differential Steer,,
1139584,45000,1020091,12328,121,3.0,2001,0.0,,5/19/2011 0:00,L330D,L330,D,,,Large,Wheel Loader - 350.0 to 500.0 Horsepower,New York,WL,Wheel Loader,,EROPS w AC,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139589,11500,1066636,473,121,3.0,2002,1502.0,Low,9/7/2006 0:00,PC30MR-1,PC30,MR,-1,,Mini,"Hydraulic Excavator, Track - 3.0 to 4.0 Metric Tons",Oklahoma,TEX,Track Excavators,,EROPS,,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139592,29500,1006823,3538,121,3.0,1998,5126.0,Medium,2/23/2006 0:00,416C,416,C,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Kentucky,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,Reversible,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139594,45000,1020765,22805,121,3.0,2005,3724.0,Medium,6/3/2010 0:00,EC210BLC,EC210,B,,LC,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Wyoming,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Hydraulic,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139595,15500,1065453,4606,121,3.0,2000,659.0,Low,11/11/2010 0:00,310SE,310,SE,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139597,50000,1005895,3357,121,3.0,1000,4695.0,Low,7/26/2007 0:00,12G,12,G,,,,Motorgrader - 130.0 to 145.0 Horsepower,Washington,MG,Motor Graders,No,EROPS,,,,,Powershift,,None or Unspecified,None or Unspecified,None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
1139598,18000,81044,3537,121,3.0,1993,7339.0,Medium,4/23/2007 0:00,416B,416,B,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,New York,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,Reversible,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139600,9000,1001566,4821,121,3.0,1000,0.0,,4/16/2009 0:00,790D,790,D,,,Large / Medium,"Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons",Alabama,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139603,15500,1055372,4879,121,3.0,1000,0.0,,8/23/2007 0:00,TD15C,TD15,C,,,Medium,"Track Type Tractor, Dozer - 130.0 to 160.0 Horsepower",New York,TTT,Track Type Tractors,,OROPS,,,,,Powershift,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139610,31000,1050382,4128,121,3.0,1987,0.0,,10/20/2005 0:00,D6H,D6,H,,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Virginia,TTT,Track Type Tractors,,OROPS,,,,,Standard,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139613,10000,1016046,9564,121,3.0,1000,3405.0,Low,9/20/2007 0:00,864,864,,,,,Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity,Montana,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,Yes,Standard,,,,,,,,,,,
1139622,65000,1028436,26188,121,3.0,2004,2388.0,Medium,12/6/2007 0:00,SK160LC-IV,SK160,LC,#NAME?,,Small,"Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons",Ohio,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Steel,None or Unspecified,"10' 2""",None or Unspecified,None or Unspecified,Double,,,,,
1139623,9700,1048074,16770,121,3.0,2008,22.0,Low,7/9/2009 0:00,L2800D,L2800,D,,,,Backhoe Loader - 0.0 to 14.0 Ft Standard Digging Depth,Alabama,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139629,25500,1050171,3192,121,3.0,2004,3182.0,Medium,3/5/2009 0:00,590SUPER M,590,SUPER M,,,,Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth,California,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Extended,Powershuttle,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139635,10500,1001415,22074,121,3.0,2006,917.0,Medium,8/6/2009 0:00,325,325,,,,,Skid Steer Loader - 2201.0 to 2701.0 Lb Operating Capacity,Virginia,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Hydraulic,Yes,None or Unspecified,Standard,,,,,,,,,,,
1139644,41000,1038747,4128,121,3.0,1000,12936.0,Medium,6/9/2011 0:00,D6H,D6,H,,,Medium,"Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower",Arkansas,TTT,Track Type Tractors,,EROPS w AC,,,,,Powershift,,,,,,2 Valve,,Single Shank,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,Lever,,
1139645,24500,687507,1078,121,3.0,2005,1045.0,Low,1/28/2010 0:00,304CR,304,,,CR,Mini,"Hydraulic Excavator, Track - 4.0 to 5.0 Metric Tons",Illinois,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Auxiliary,,,,,,Manual,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,Yes,Double,,,,,
1139647,44000,1062902,5429,121,3.0,2005,4725.0,Medium,4/22/2010 0:00,210LX,210,LX,,,Large / Medium,"Hydraulic Excavator, Track - 19.0 to 21.0 Metric Tons",North Carolina,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139651,39000,1013386,22162,121,3.0,2006,6484.0,High,11/4/2010 0:00,700JLGP,700,J,,LGP,Medium,"Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower",South Carolina,TTT,Track Type Tractors,,EROPS w AC,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139652,60000,1052577,3362,121,3.0,1988,6386.0,Low,6/16/2005 0:00,140G,140,G,,,,Motorgrader - 145.0 to 170.0 Horsepower,California,MG,Motor Graders,No,EROPS w AC,,,,,Powershift,,None or Unspecified,12',None or Unspecified,No,Base + 1 Function,None or Unspecified,Yes,None or Unspecified,None or Unspecified,None or Unspecified,,,,,,,,,,,,,,,
1139655,5500,1065499,20650,121,3.0,2001,0.0,,9/7/2006 0:00,KK113,KK113,,,,,Skid Steer Loader - 0.0 to 701.0 Lb Operating Capacity,South Carolina,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1139658,25500,1052551,658,121,3.0,2000,2083.0,Medium,3/25/2004 0:00,WB140-2,WB140,,-2,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Massachusetts,BL,Backhoe Loaders,Four Wheel Drive,EROPS,None or Unspecified,None or Unspecified,No,Extended,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139660,27000,1053043,4605,121,3.0,2005,1776.0,Low,6/2/2011 0:00,310G,310,G,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Florida,BL,Backhoe Loaders,Four Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139663,27000,1030462,4666,121,3.0,2002,1656.0,Low,8/21/2008 0:00,450H,450,H,,,,"Track Type Tractor, Dozer - 20.0 to 75.0 Horsepower",Pennsylvania,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139664,6500,1003016,6633,121,3.0,2000,0.0,,12/14/2006 0:00,1840,1840,,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Florida,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1139666,20000,1068119,3178,121,3.0,1997,5598.0,Medium,5/4/2006 0:00,580SUPER L,580,SUPER L,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
1139669,86000,12125,1218,121,3.0,2005,0.0,,5/26/2011 0:00,325CL,325,C,,L,Large / Medium,"Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons",Alabama,TEX,Track Excavators,,EROPS w AC,,,,,,,,,,,Standard,,,,,,Hydraulic,,,,Steel,None or Unspecified,"10' 6""",None or Unspecified,Yes,Double,,,,,
1139680,9500,1027261,4579,121,3.0,2002,3484.0,Low,8/5/2010 0:00,210LE,210,LE,,,Compact,Wheel Loader - 60.0 to 80.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139681,14500,1004392,16535,121,3.0,2005,1526.0,Medium,9/20/2007 0:00,PC27MR-2,PC27,MR,-2,,Mini,"Hydraulic Excavator, Track - 2.0 to 3.0 Metric Tons",Florida,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Rubber,None or Unspecified,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139683,10500,311407,3409,121,3.0,2004,2260.0,High,7/27/2006 0:00,226B,226,B,,,,Skid Steer Loader - 1351.0 to 1601.0 Lb Operating Capacity,Nevada,SSL,Skid Steer Loaders,,OROPS,None or Unspecified,,,,,,,,,,Auxiliary,,,,,,Manual,None or Unspecified,None or Unspecified,Standard,,,,,,,,,,,
1139688,54000,332099,1557,121,3.0,2004,1897.0,High,5/4/2006 0:00,D4GXL,D4,G,,XL,,"Track Type Tractor, Dozer - 75.0 to 85.0 Horsepower",Texas,TTT,Track Type Tractors,,OROPS,,,,,Hydrostatic,,,,,,2 Valve,,None or Unspecified,,,,,,,,,,,,,,None or Unspecified,None or Unspecified,None or Unspecified,,
1139692,46000,528194,3783,121,3.0,2000,2364.0,Low,3/22/2007 0:00,928G,928,G,,,,Wheel Loader - 120.0 to 135.0 Horsepower,Florida,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,20.5,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139703,17000,1065218,7008,121,3.0,1000,6504.0,Low,8/20/2009 0:00,225,225,,,,Large / Medium,"Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons",California,TEX,Track Excavators,,EROPS,,,,,,,,,,,Standard,,,,,,None or Unspecified,,,,Steel,22 inch,None or Unspecified,None or Unspecified,None or Unspecified,Double,,,,,
1139706,16000,1007234,3854,121,3.0,1971,804.0,Low,5/3/2007 0:00,966C,966,C,,,Medium,Wheel Loader - 150.0 to 175.0 Horsepower,Mississippi,WL,Wheel Loader,,OROPS,None or Unspecified,,None or Unspecified,,,,,,,,2 Valve,,,,,None or Unspecified,None or Unspecified,,,,,,,,,,,,,Standard,Conventional
1139707,28000,1044499,3172,121,3.0,2002,3001.0,Medium,12/6/2007 0:00,580M,580,M,,,,Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth,Texas,BL,Backhoe Loaders,Two Wheel Drive,OROPS,None or Unspecified,None or Unspecified,No,Standard,Standard,None or Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
